New Contact Identifier,Contact ID,Prefix,First Name,Middle Name,Last Name,Suffix,Gender,Employer,Is Active,State Contact ID,Exclude From State Reporting,PERSONCOREFIELDS.countryOfOrigin,PERSONCOREFIELDS.dob,PERSONCOREFIELDS.educationLevel,PERSONCOREFIELDS.employmentStatus,PERSONCOREFIELDS.govWorkLoc,PERSONCOREFIELDS.isAvailableAtWork,PERSONCOREFIELDS.isDeceased,PERSONCOREFIELDS.isOnActiveDuty,PERSONCOREFIELDS.livesOnBase,PERSONCOREFIELDS.maidenName,PERSONCOREFIELDS.militaryStatus,PERSONCOREFIELDS.needsInterpreterAssist,PERSONCOREFIELDS.occupation,PERSONCOREFIELDS.payGrade,PERSONCOREFIELDS.serviceBranch,PERSONCOREFIELDS.ssn,Email Address,Contact Email Address ID,Email Type,Is Primary Email Address,Extension,Is SMS,PHONENUMBERCOREFIELDS.isUnlisted,Contact Phone Number ID,phoneNumberAsEntered,Phone Type,Phone Number Priority Order,Is Preferred,Street,Line Two,Unit,City,State,Postal Code,Geocode Latitude,Geocode Longitude,PERSONADDRESSCOREFIELDS.addressVerification,PERSONADDRESSCOREFIELDS.county,PERSONADDRESSCOREFIELDS.isAddressVerified,PERSONADDRESSCOREFIELDS.line3,Contact Address ID,Address Type,Address Priority Order,Address Start Date,Address End Date,* NOT MAPPED *,studentNumber,Contact Priority Order,Student Contact ID,Student Contact Detail ID,Relationship Type,Original Contact Type,Relationship Note,Relationship Start Date,Relationship End Date,STUDENTCONTACTASSOCCOREFIELDS.legalGuardian,Contact Has Custody,Contact Lives With,Contact Allow School Pickup,Is Emergency Contact,Contact Receives Mailings,STUDENTCONTACTDETAILCOREFIELDS.classroomParticipation,STUDENTCONTACTDETAILCOREFIELDS.isCaregiver,STUDENTCONTACTDETAILCOREFIELDS.isVolunteer
JFC-a6452a88d874358a,,,Ethan,,Quincy,,,Riverstone Pharmacy,1,JFC-a6452a88d874358a,,,,,,,,,,,,,,,,,,victoria.vickers@prairiemail.example,,Current,1,,0,,,(971) 561-3919,Mobile,1,1,128 Harvest Lane,,,Fairview Ridge,MB,Z7K 7E9,,,,,,,,Home,1,,,"Quincy, Grace",3713,2,,,Mother,Mother,,,,0,0,0,0,0,0,,,
JFC-60441d160d2c2b74,,,Emma,,Quincy,,,Lake Briar Library,1,JFC-60441d160d2c2b74,,,,,,,,,,,,,,,,,,william.zimmer@prairiemail.example,,Current,1,,0,,,(971) 058-9921,Mobile,1,1,129 Lakeview Drive,,,Fairview Ridge,MB,Z7K 7E9,,,,,,,,Home,1,,,"Quincy, Hannah",3303,1,,,Father,Father,,,,0,0,0,0,0,0,,,
JFC-60441d160d2c2b74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,(971) 058-8252,Work,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFC-fc1fde3d3e7b8208,,,Ethan,,Quincy,,,Riverstone Pharmacy,1,JFC-fc1fde3d3e7b8208,,,,,,,,,,,,,,,,,,william.zimmer@prairiemail.example,,Current,1,,0,,,(971) 561-3919,Mobile,1,1,129 Lakeview Drive,,,Fairview Ridge,MB,Z7K 7E9,,,,,,,,Home,1,,,"Quincy, Hannah",3303,2,,,Mother,Mother,,,,0,0,0,0,0,0,,,
JFC-f15d17150e5298f3,,,Jonah,,Quincy,,,Maple Crossing Market,1,JFC-f15d17150e5298f3,,,,,,,,,,,,,,,,,,zoe.foster@prairiemail.example,,Current,1,,0,,,(971) 489-3492,Mobile,1,1,130 Maple Bay,,,Maple Crossing,MB,Z7K 7E8,,,,,,,,Home,1,,,"Quincy, Isaac",3801,1,,,Father,Father,,,,0,0,0,0,0,0,,,
JFC-8a330b8fdf5a3456,,,Julia,,Quincy,,,Lake Briar Library,1,JFC-8a330b8fdf5a3456,,,,,,,,,,,,,,,,,,zoe.foster@prairiemail.example,,Current,1,,0,,,(971) 039-7059,Mobile,1,1,130 Maple Bay,,,Maple Crossing,MB,Z7K 7E8,,,,,,,,Home,1,,,"Quincy, Isaac",3801,2,,,Mother,Mother,,,,0,0,0,0,0,0,,,
JFC-0686772dd90c8115,,,Levi,,Turner,,,,1,JFC-0686772dd90c8115,,,,,,,,,,,,,,,,,,amelia.alder@prairiemail.example,,Current,1,,0,,,(971) 069-7461,Mobile,1,1,131 Meadowlark Road,,,Birch Harbour,MB,Z2P 8W0,,,,,,,,Home,1,,,"Turner, Leah",3203,1,,,Father,Father,,,,0,0,0,0,0,0,,,
JFC-84cc230071b3fd6e,,,Lucas,,Turner,,,,1,JFC-84cc230071b3fd6e,,,,,,,,,,,,,,,,,,amelia.alder@prairiemail.example,,Current,1,,0,,,(971) 013-9377,Mobile,1,1,131 Meadowlark Road,,,Birch Harbour,MB,Z2P 8W0,,,,,,,,Home,1,,,"Turner, Leah",3203,2,,,Mother,Mother,,,,0,0,0,0,0,0,,,
JFC-78b72e04fb0583f5,,,Leah,,Nolan,,,Cedar Works Cooperative,1,JFC-78b72e04fb0583f5,,,,,,,,,,,,,,,,,,benjamin.dalton@prairiemail.example,,Current,1,,0,,,(971) 469-1111,Mobile,1,1,132 Oak Ridge,,,Aspen Crossing,MB,Z2P9J3,,,,,,,,Home,1,,,"Nolan, Maya",3204,1,,,Father,Father,,,,0,0,0,0,0,0,,,
JFC-a93d8be8cb73d936,,,Leah,,Nolan,,,Aspen Valley Foods,1,JFC-a93d8be8cb73d936,,,,,,,,,,,,,,,,,,benjamin.dalton@prairiemail.example,,Current,1,,0,,,(971) 147-1272,Mobile,1,1,132 Oak Ridge,,,Aspen Crossing,MB,Z2P9J3,,,,,,,,Home,1,,,"Nolan, Maya",3204,2,,,Mother,Mother,,,,0,0,0,0,0,0,,,
JFC-7766090e6f4a035c,,,Nora,,Walker,,,North Willow Dental,1,JFC-7766090e6f4a035c,,,,,,,,,,,,,,,,,,caleb.gibson@prairiemail.example,,Current,1,,0,,,(971) 048-0044,Mobile,1,1,133 Parkland Way,,,North Willow,MB,Z7K 7C7,,,,,,,,Home,1,,,"Walker, Nathan",3714,1,,,Father,Father,,,,0,0,0,0,0,0,,,
JFC-eee3e97c4ff8071c,,,Oliver,,Walker,,,Lake Briar Library,1,JFC-eee3e97c4ff8071c,,,,,,,,,,,,,,,,,,caleb.gibson@prairiemail.example,,Current,1,,0,,,(971) 048-7588,Mobile,1,1,133 Parkland Way,,,North Willow,MB,Z7K 7C7,,,,,,,,Home,1,,,"Walker, Nathan",3714,2,,,Mother,Mother,,,,0,0,0,0,0,0,,,
JFC-679f7d8cb11c2fd9,,,Samuel,,Zimmer,,,Parkland Construction,1,JFC-679f7d8cb11c2fd9,,,,,,,,,,,,,,,,,,clara.jensen@prairiemail.example,,Current,1,,0,,,(971) 968-7597,Mobile,1,1,134 Pinecrest Avenue,,,Aspen Crossing,MB,Z2P 9J3,,,,,,,,Home,1,,,"Zimmer, Rachel",3205,1,,,Father,Father,,,,0,0,0,0,0,0,,,
JFC-977dd583a751da89,,,Simon,,Zimmer,,,Riverstone Pharmacy,1,JFC-977dd583a751da89,,,,,,,,,,,,,,,,,,clara.jensen@prairiemail.example,,Current,1,,0,,,(971) 287-0794,Mobile,1,1,134 Pinecrest Avenue,,,Aspen Crossing,MB,Z2P 9J3,,,,,,,,Home,1,,,"Zimmer, Rachel",3205,2,,,Mother,Mother,,,,0,0,0,0,0,0,,,
JFC-027f9d2544de1483,,,Theo,,Collins,,,Prairie Junction Credit Union,1,JFC-027f9d2544de1483,,,,,,,,,,,,,,,,,,daniel.mercer@prairiemail.example,,Current,1,,0,,,(971) 048-6963,Mobile,1,1,135 Prairie Trail,,,Maple Crossing,MB,Z7K 7E7,,,,,,,,Home,1,,,"Collins, Sophie",3101,1,,,Father,Father,,,,0,0,0,0,0,0,,,
JFC-027f9d2544de1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,(971) 191-2752,Work,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFC-c8654f9c80fa6654,,,Victoria,,Collins,,,,1,JFC-c8654f9c80fa6654,,,,,,,,,,,,,,,,,,daniel.mercer@prairiemail.example,,Current,1,,0,,,(971) 069-4435,Mobile,1,1,135 Prairie Trail,,,Maple Crossing,MB,Z7K 7E7,,,,,,,,Home,1,,,"Collins, Sophie",3101,2,,,Mother,Mother,,,,0,0,0,0,0,0,,,
JFC-cf1c8d914a8d1bf2,,,Zoe,,Foster,,,Riverstone Pharmacy,1,JFC-cf1c8d914a8d1bf2,,,,,,,,,,,,,,,,,,eleanor.palmer@prairiemail.example,,Current,1,,0,,,(971) 664-8392,Mobile,1,1,136 Riverbend Road,,,Oak Valley,MB,Z7K7M7,,,,,,,,Home,1,,,"Foster, William",3403,1,,,Father,Father,,,,0,0,0,0,0,0,,,
JFC-cf1c8d914a8d1bf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,(971) 093-9606,Work,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFC-bb85013f17b029aa,,,Amelia,,Foster,,,Lake Briar Library,1,JFC-bb85013f17b029aa,,,,,,,,,,,,,,,,,,eleanor.palmer@prairiemail.example,,Current,1,,0,,,(971) 622-9318,Mobile,1,1,136 Riverbend Road,,,Oak Valley,MB,Z7K7M7,,,,,,,,Home,1,,,"Foster, William",3403,2,,,Mother,Mother,,,,0,0,0,0,0,0,,,
JFC-13aaba1107d90c25,,,Caleb,,Sullivan,,,Aspen Valley Foods,1,JFC-13aaba1107d90c25,,,,,,,,,,,,,,,,,,elias.sawyer@prairiemail.example,,Current,1,,0,,,(971) 058-6894,Mobile,1,1,137 Silverleaf Crescent,,,Oak Valley,MB,Z7K 7M8,,,,,,,,Home,1,,,"Sullivan, Benjamin",3102,1,,,Father,Father,,,,0,0,0,0,0,0,,,
JFC-2f807fe61175a566,,,Clara,,Sullivan,,,Cedar Works Cooperative,1,JFC-2f807fe61175a566,,,,,,,,,,,,,,,,,,elias.sawyer@prairiemail.example,,Current,1,,0,,,(971) 175-1862,Mobile,1,1,137 Silverleaf Crescent,,,Oak Valley,MB,Z7K 7M8,,,,,,,,Home,1,,,"Sullivan, Benjamin",3102,2,,,Mother,Mother,,,,0,0,0,0,0,0,,,
JFC-2f807fe61175a566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,(971) 093-6232,Work,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFC-f320115be51b3b3e,,,Caleb,,Sullivan,,,Aspen Valley Foods,1,JFC-f320115be51b3b3e,,,,,,,,,,,,,,,,,,emma.vickers@prairiemail.example,,Current,1,,0,,,(971) 058-6894,Mobile,1,1,138 Spruce Street,,,Oak Valley,MB,Z7K 7M8,,,,,,,,Home,1,,,"Sullivan, Daniel",3404,1,,,Father,Father,,,,0,0,0,0,0,0,,,
JFC-a29404c4064f06aa,,,Clara,,Sullivan,,,Cedar Works Cooperative,1,JFC-a29404c4064f06aa,,,,,,,,,,,,,,,,,,emma.vickers@prairiemail.example,,Current,1,,0,,,(971) 175-1862,Mobile,1,1,138 Spruce Street,,,Oak Valley,MB,Z7K 7M8,,,,,,,,Home,1,,,"Sullivan, Daniel",3404,2,,,Mother,Mother,,,,0,0,0,0,0,0,,,
JFC-a29404c4064f06aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,(971) 093-6232,Work,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
